id,user_id,original_filename,file_type,file_size_bytes,status,error_message,store_name,receipt_date,total_amount,created_at,processed_at
be2bc816-be3e-4fc7-968e-c49a2817d9c6,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240126_803.jpg,jpg,458100,COMPLETED,,bio-planet,2024-01-26,87.98,2024-01-26 22:05:00.000000 +00:00,2024-01-26 22:09:03.000000 +00:00
0ef315ce-8c88-4ab8-b600-ac13fb04bc8f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240127_518.jpg,jpg,545792,COMPLETED,,albert heijn,2024-01-27,38.61,2024-01-27 10:39:00.000000 +00:00,2024-01-27 10:42:12.000000 +00:00
3cfd8f04-2b47-4ecb-a7f8-1c70aca72e38,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240128_338.jpg,jpg,1731013,COMPLETED,,jumbo,2024-01-28,56.01,2024-01-28 19:01:00.000000 +00:00,2024-01-28 19:05:44.000000 +00:00
13871c06-435d-4ffb-afeb-5f924325bf6b,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240129_144.jpg,jpg,301312,COMPLETED,,albert heijn,2024-01-29,49.66,2024-01-29 11:16:00.000000 +00:00,2024-01-29 11:20:12.000000 +00:00
7a33fdc7-c691-4069-bc01-2be8d7a23563,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240130_336.jpg,jpg,1384173,COMPLETED,,carrefour,2024-01-30,58.02,2024-01-30 11:20:00.000000 +00:00,2024-01-30 11:24:59.000000 +00:00
0900c748-c876-4663-a2f2-4f049cd80a37,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240131_878.jpg,jpg,697520,COMPLETED,,louis delhaize,2024-01-31,29.95,2024-01-31 21:15:00.000000 +00:00,2024-01-31 21:17:51.000000 +00:00
52cc65f6-f0fb-4feb-a938-402e1a5e3402,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240201_235.jpg,jpg,1403896,COMPLETED,,delhaize,2024-02-01,105.63,2024-02-01 20:49:00.000000 +00:00,2024-02-01 20:52:29.000000 +00:00
f90b1919-8046-42fe-b6fc-89585ebca159,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240202_830.jpg,jpg,849281,COMPLETED,,cora,2024-02-02,79.25,2024-02-02 18:52:00.000000 +00:00,2024-02-02 18:54:03.000000 +00:00
4ebfe3ad-bc54-4888-9813-fb15a3df0efa,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240203_284.jpg,jpg,82098,COMPLETED,,bio-planet,2024-02-03,70.9,2024-02-03 20:28:00.000000 +00:00,2024-02-03 20:29:31.000000 +00:00
28e55da1-8c43-4bbd-953d-c0de21416c0b,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240204_608.jpg,jpg,497957,COMPLETED,,okay,2024-02-04,97.51,2024-02-04 19:28:00.000000 +00:00,2024-02-04 19:31:29.000000 +00:00
f6b659ff-da9f-4375-98e2-6a0b75bbea95,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240205_305.jpg,jpg,335735,COMPLETED,,colruyt,2024-02-05,57.22,2024-02-05 22:30:00.000000 +00:00,2024-02-05 22:34:35.000000 +00:00
d97b7b64-31a8-4dd7-b628-fe0be62ab6ba,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240206_122.jpg,jpg,1131258,COMPLETED,,delhaize,2024-02-06,28.12,2024-02-06 21:37:00.000000 +00:00,2024-02-06 21:40:08.000000 +00:00
50ac70c9-b5d8-4c7c-8ace-720a8a382ed9,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240207_295.jpg,jpg,404406,COMPLETED,,aldi,2024-02-07,70.96,2024-02-07 13:28:00.000000 +00:00,2024-02-07 13:30:39.000000 +00:00
af53f050-d86b-45d6-902d-129ab0420763,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240208_601.jpg,jpg,603315,COMPLETED,,lidl,2024-02-08,94.49,2024-02-08 14:35:00.000000 +00:00,2024-02-08 14:37:17.000000 +00:00
73d54c7f-e05e-40b5-bf88-d9a99d80ddf3,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240209_687.jpg,jpg,74641,COMPLETED,,louis delhaize,2024-02-09,28.43,2024-02-09 19:37:00.000000 +00:00,2024-02-09 19:37:37.000000 +00:00
fc00377b-1b2b-4908-b0a3-01b162aec0cc,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240210_396.jpg,jpg,1277820,COMPLETED,,lidl,2024-02-10,33.59,2024-02-10 11:04:00.000000 +00:00,2024-02-10 11:08:31.000000 +00:00
2b3c37f7-4d68-46d4-9728-f3ae39af93df,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240211_401.jpg,jpg,1051845,COMPLETED,,okay,2024-02-11,44.03,2024-02-11 13:30:00.000000 +00:00,2024-02-11 13:31:13.000000 +00:00
fca97bb0-1bfa-422d-8dc7-ccc8c28a6b1f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240212_449.jpg,jpg,615676,COMPLETED,,cora,2024-02-12,57.31,2024-02-12 19:59:00.000000 +00:00,2024-02-12 20:03:38.000000 +00:00
057f98c1-3035-4b81-92bb-e459076bae43,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240213_144.jpg,jpg,411913,COMPLETED,,okay,2024-02-13,44.09,2024-02-13 19:36:00.000000 +00:00,2024-02-13 19:40:40.000000 +00:00
307e9f21-1feb-4b1c-9547-9a06f954bfdf,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240214_908.jpg,jpg,1152952,COMPLETED,,match,2024-02-14,60.96,2024-02-14 18:39:00.000000 +00:00,2024-02-14 18:40:25.000000 +00:00
39eb821e-2c4e-41bc-98a1-83633551f404,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240215_388.jpg,jpg,642597,COMPLETED,,bio-planet,2024-02-15,32.47,2024-02-15 20:21:00.000000 +00:00,2024-02-15 20:25:17.000000 +00:00
0ca9931d-28ad-498a-a267-2d48c82ad75d,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240216_146.jpg,jpg,1385640,COMPLETED,,jumbo,2024-02-16,49.13,2024-02-16 11:25:00.000000 +00:00,2024-02-16 11:29:16.000000 +00:00
c7ad5719-f17b-459e-9c14-5e13dd08dea0,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240217_832.jpg,jpg,591029,COMPLETED,,match,2024-02-17,60.84,2024-02-17 16:33:00.000000 +00:00,2024-02-17 16:36:13.000000 +00:00
5c09bbe4-8674-4937-a58c-df7f1ac70584,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240218_475.jpg,jpg,57906,COMPLETED,,delhaize,2024-02-18,55.91,2024-02-18 08:53:00.000000 +00:00,2024-02-18 08:54:34.000000 +00:00
424562c0-a15f-4186-8320-df9b169c2ec6,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240219_966.jpg,jpg,1757051,COMPLETED,,lidl,2024-02-19,54.0,2024-02-19 16:31:00.000000 +00:00,2024-02-19 16:35:59.000000 +00:00
f1722284-fed2-4a5f-867b-3fd4a2b07fcc,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240220_667.jpg,jpg,320143,COMPLETED,,cora,2024-02-20,67.96,2024-02-20 14:35:00.000000 +00:00,2024-02-20 14:36:25.000000 +00:00
421e9905-591a-4486-83cb-690709a77e16,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240221_765.jpg,jpg,1310217,COMPLETED,,spar,2024-02-21,56.5,2024-02-21 21:36:00.000000 +00:00,2024-02-21 21:38:15.000000 +00:00
23863baf-092a-4426-8bca-08072314a46c,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240222_187.jpg,jpg,1626199,COMPLETED,,albert heijn,2024-02-22,37.71,2024-02-22 22:18:00.000000 +00:00,2024-02-22 22:22:09.000000 +00:00
1b6a168a-0100-4dc2-9503-d290a3610036,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240223_576.jpg,jpg,92706,COMPLETED,,aldi,2024-02-23,48.44,2024-02-23 18:05:00.000000 +00:00,2024-02-23 18:05:34.000000 +00:00
ed11c01b-8b16-443a-bf76-758f0278a36a,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240224_186.jpg,jpg,308315,COMPLETED,,carrefour,2024-02-24,47.27,2024-02-24 20:42:00.000000 +00:00,2024-02-24 20:44:38.000000 +00:00
8b838cd5-32ba-4a3d-9a07-677d40f813b6,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240225_634.jpg,jpg,133885,COMPLETED,,colruyt,2024-02-25,65.43,2024-02-25 14:08:00.000000 +00:00,2024-02-25 14:11:12.000000 +00:00
5c4f70d9-6f5b-4123-ba09-b5702cd1b23f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240226_111.jpg,jpg,1229740,COMPLETED,,spar,2024-02-26,91.78,2024-02-26 11:17:00.000000 +00:00,2024-02-26 11:20:23.000000 +00:00
5f9cd8bb-ea72-4de8-9cc5-95e3f0fe5660,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240227_424.jpg,jpg,1708170,COMPLETED,,louis delhaize,2024-02-27,85.51,2024-02-27 13:27:00.000000 +00:00,2024-02-27 13:30:26.000000 +00:00
2cc24973-e9be-4ecc-b051-27c1f3ef782e,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240228_904.jpg,jpg,1954302,COMPLETED,,delhaize,2024-02-28,69.58,2024-02-28 17:40:00.000000 +00:00,2024-02-28 17:44:49.000000 +00:00
d3aeca1e-3a1d-4cae-a8b9-0cfca3fd9200,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240229_414.jpg,jpg,1796410,COMPLETED,,cora,2024-02-29,11.97,2024-02-29 12:27:00.000000 +00:00,2024-02-29 12:28:49.000000 +00:00
579f9b6c-0f25-400c-8b2a-afdeb5786fef,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240301_737.jpg,jpg,750388,COMPLETED,,colruyt,2024-03-01,67.96,2024-03-01 20:41:00.000000 +00:00,2024-03-01 20:45:54.000000 +00:00
6724aef7-cf52-4d10-9a7f-903e2c24adcd,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240302_700.jpg,jpg,296410,COMPLETED,,lidl,2024-03-02,78.29,2024-03-02 09:00:00.000000 +00:00,2024-03-02 09:04:11.000000 +00:00
d7bf2b8f-682a-4c1d-bc9a-c84efbb04dfb,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240303_995.jpg,jpg,1677522,COMPLETED,,louis delhaize,2024-03-03,97.34,2024-03-03 20:28:00.000000 +00:00,2024-03-03 20:29:47.000000 +00:00
1c367ac7-d78b-467c-8850-b5e6bf23d67a,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240304_156.jpg,jpg,1526418,COMPLETED,,carrefour,2024-03-04,56.65,2024-03-04 16:16:00.000000 +00:00,2024-03-04 16:18:09.000000 +00:00
7c73e2cb-ad9f-49b2-a99a-1f9ecb95a068,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240305_165.jpg,jpg,959337,COMPLETED,,delhaize,2024-03-05,95.35,2024-03-05 21:27:00.000000 +00:00,2024-03-05 21:27:32.000000 +00:00
bd460612-336d-4eb2-8190-8dc1e2d69418,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240306_634.jpg,jpg,304183,COMPLETED,,cora,2024-03-06,39.14,2024-03-06 12:20:00.000000 +00:00,2024-03-06 12:20:41.000000 +00:00
d6ae91fe-88fe-4de4-9b09-d9a932ebc38f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240307_543.jpg,jpg,458364,COMPLETED,,okay,2024-03-07,70.27,2024-03-07 22:39:00.000000 +00:00,2024-03-07 22:40:34.000000 +00:00
cd10a289-cc85-48cb-833d-91ceecc19f99,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240308_122.jpg,jpg,793749,COMPLETED,,jumbo,2024-03-08,36.91,2024-03-08 12:39:00.000000 +00:00,2024-03-08 12:40:35.000000 +00:00
11b51fd5-4c93-4bf9-bbd6-4b466577d56f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240309_635.jpg,jpg,1485623,COMPLETED,,aldi,2024-03-09,54.6,2024-03-09 17:15:00.000000 +00:00,2024-03-09 17:17:56.000000 +00:00
68cd9337-dad2-476c-a74d-e8f24c81e427,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240310_563.jpg,jpg,1727058,COMPLETED,,intermarché,2024-03-10,58.3,2024-03-10 08:46:00.000000 +00:00,2024-03-10 08:48:30.000000 +00:00
7f661edf-ba6e-4c08-81a7-397bf2682f45,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240311_156.jpg,jpg,1316116,COMPLETED,,carrefour,2024-03-11,68.28,2024-03-11 12:20:00.000000 +00:00,2024-03-11 12:21:34.000000 +00:00
9abbb635-028c-4375-a397-8b8fbf8dc29a,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240312_250.jpg,jpg,1747176,COMPLETED,,delhaize,2024-03-12,52.59,2024-03-12 14:13:00.000000 +00:00,2024-03-12 14:14:31.000000 +00:00
0d1a2d55-7702-410f-a8ee-dee823f943f2,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240313_777.jpg,jpg,1366173,COMPLETED,,cora,2024-03-13,72.14,2024-03-13 14:05:00.000000 +00:00,2024-03-13 14:08:26.000000 +00:00
737a3a2a-a713-4ec9-a62b-18f224771c53,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240314_678.jpg,jpg,793623,COMPLETED,,colruyt,2024-03-14,23.95,2024-03-14 16:00:00.000000 +00:00,2024-03-14 16:01:46.000000 +00:00
22e9a0ac-5477-4644-9249-5891a03f8f8c,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240315_512.jpg,jpg,99406,COMPLETED,,cora,2024-03-15,66.34,2024-03-15 15:18:00.000000 +00:00,2024-03-15 15:21:57.000000 +00:00
6caa3f17-db89-4c09-a902-fea634b36cad,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240316_976.jpg,jpg,1694136,COMPLETED,,intermarché,2024-03-16,28.28,2024-03-16 09:31:00.000000 +00:00,2024-03-16 09:33:58.000000 +00:00
48ee5753-b399-43b0-937e-0aadbcc1c006,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240317_185.jpg,jpg,848917,COMPLETED,,louis delhaize,2024-03-17,45.33,2024-03-17 19:37:00.000000 +00:00,2024-03-17 19:40:54.000000 +00:00
2c040927-f2f7-419e-bf84-86a9c7ce58ad,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240318_915.jpg,jpg,869155,COMPLETED,,carrefour,2024-03-18,38.44,2024-03-18 13:53:00.000000 +00:00,2024-03-18 13:56:25.000000 +00:00
4a7ee384-bea8-4bb2-a218-3c4bd8401967,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240319_595.jpg,jpg,416479,COMPLETED,,okay,2024-03-19,28.32,2024-03-19 13:24:00.000000 +00:00,2024-03-19 13:27:54.000000 +00:00
eee576a0-2b2b-4c52-a40e-fdf22d8007fe,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240320_558.jpg,jpg,1991579,COMPLETED,,lidl,2024-03-20,26.24,2024-03-20 10:21:00.000000 +00:00,2024-03-20 10:23:51.000000 +00:00
996d352a-e99c-46be-a8ee-6e0d2db421f8,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240321_494.jpg,jpg,756958,COMPLETED,,lidl,2024-03-21,60.68,2024-03-21 20:27:00.000000 +00:00,2024-03-21 20:30:17.000000 +00:00
428bf3a3-80ab-476a-b12c-e3655e5941ac,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240322_299.jpg,jpg,443589,COMPLETED,,intermarché,2024-03-22,51.67,2024-03-22 14:19:00.000000 +00:00,2024-03-22 14:22:45.000000 +00:00
33851ba5-52d6-40c1-882a-72ba996ac398,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240323_219.jpg,jpg,947370,COMPLETED,,intermarché,2024-03-23,50.6,2024-03-23 16:08:00.000000 +00:00,2024-03-23 16:10:38.000000 +00:00
3717edec-3794-4bbf-9770-ce10b21622e9,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240324_736.jpg,jpg,328465,COMPLETED,,okay,2024-03-24,58.74,2024-03-24 21:07:00.000000 +00:00,2024-03-24 21:11:17.000000 +00:00
9c14c602-0bbc-41a9-bb2b-4ce43334f7c0,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240325_903.jpg,jpg,1739209,COMPLETED,,colruyt,2024-03-25,39.23,2024-03-25 11:32:00.000000 +00:00,2024-03-25 11:35:34.000000 +00:00
52f6d518-9d47-4996-aab4-c4d81c6f1b8f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240326_623.jpg,jpg,962254,COMPLETED,,intermarché,2024-03-26,49.98,2024-03-26 12:44:00.000000 +00:00,2024-03-26 12:46:43.000000 +00:00
078aa0e4-51f6-42a1-bff9-844b4492e729,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240327_800.jpg,jpg,1809529,COMPLETED,,cora,2024-03-27,81.07,2024-03-27 19:41:00.000000 +00:00,2024-03-27 19:42:55.000000 +00:00
1d7dba54-1b2d-4d3e-b324-85361598bf28,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240328_527.jpg,jpg,1690126,COMPLETED,,albert heijn,2024-03-28,58.59,2024-03-28 11:44:00.000000 +00:00,2024-03-28 11:46:03.000000 +00:00
bd75a863-2c87-4c38-bdee-bb8d99079faa,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240329_311.jpg,jpg,1239721,COMPLETED,,bio-planet,2024-03-29,43.87,2024-03-29 08:48:00.000000 +00:00,2024-03-29 08:49:05.000000 +00:00
d64ac713-b5bb-438a-a5c8-6bb97d2cc38b,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240330_442.jpg,jpg,732048,COMPLETED,,albert heijn,2024-03-30,42.52,2024-03-30 15:49:00.000000 +00:00,2024-03-30 15:52:05.000000 +00:00
1e6878fa-11e0-4308-86a5-619b0f5d0fda,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240331_198.jpg,jpg,1654015,COMPLETED,,delhaize,2024-03-31,60.78,2024-03-31 19:53:00.000000 +00:00,2024-03-31 19:57:21.000000 +00:00
f6dff2d6-3def-4994-af33-64e73674796f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240401_249.jpg,jpg,1106382,COMPLETED,,delhaize,2024-04-01,32.32,2024-04-01 14:39:00.000000 +00:00,2024-04-01 14:43:14.000000 +00:00
3e735cd9-2260-4e36-9358-31a6a03d9ce0,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240402_811.jpg,jpg,1819843,COMPLETED,,cora,2024-04-02,39.61,2024-04-02 20:37:00.000000 +00:00,2024-04-02 20:39:02.000000 +00:00
ec096a89-584f-4724-a535-7eedc231f9a5,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240403_837.jpg,jpg,1113535,COMPLETED,,louis delhaize,2024-04-03,71.72,2024-04-03 11:59:00.000000 +00:00,2024-04-03 12:03:58.000000 +00:00
37350808-2ef0-4e2b-aaa6-0ba12cd553b9,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240404_815.jpg,jpg,488839,COMPLETED,,carrefour,2024-04-04,70.35,2024-04-04 11:07:00.000000 +00:00,2024-04-04 11:11:12.000000 +00:00
dfcdf561-e7f3-4132-b93e-cbad5115ee5b,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240405_910.jpg,jpg,421116,COMPLETED,,colruyt,2024-04-05,77.4,2024-04-05 13:09:00.000000 +00:00,2024-04-05 13:10:43.000000 +00:00
ce7276e9-8526-40f8-8343-f7dccc600316,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240406_687.jpg,jpg,1589636,COMPLETED,,louis delhaize,2024-04-06,45.01,2024-04-06 21:05:00.000000 +00:00,2024-04-06 21:09:55.000000 +00:00
f908f1af-f519-443c-bf6e-8e075d91d77f,f53c5a28-a276-4225-a730-bd33bf2453a0,receipt_20240407_703.jpg,jpg,441589,COMPLETED,,lidl,2024-04-07,53.22,2024-04-07 19:16:00.000000 +00:00,2024-04-07 19:16:49.000000 +00:00
