id,user_id,receipt_id,store_name,item_name,item_price,quantity,unit_price,category,date,created_at,health_score
718ffb59-b861-490e-abbc-c50823cbe3af,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,ROLLING TOBACCO DRUM 50G,12.5,1,12.5,TOBACCO,2024-01-02,2024-01-02 15:21:00.000000 +00:00,0
c400276c-852f-4bb7-9231-c60731596f15,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,BAGUETTE,1.19,1,1.19,BAKERY,2024-01-02,2024-01-02 15:21:00.000000 +00:00,3
b584d429-1560-40c6-a3c5-520a00b99b47,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,TOILETPAPIER 12ROL,5.99,1,5.99,HOUSEHOLD,2024-01-02,2024-01-02 15:21:00.000000 +00:00,0
8b5fd1c7-f1f6-4a6f-b483-e14078a5e93b,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,COCA COLA 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
e1420aae-68c6-4043-96bd-66083a225e92,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,PRINGLES ORIGINAL,2.49,1,2.49,SNACKS_SWEETS,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
39ac4067-58aa-4887-90b7-b13b5ec91a93,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,KAAS GOUDA,4.99,1,4.99,DAIRY_EGGS,2024-01-02,2024-01-02 15:21:00.000000 +00:00,3
22873b65-44bb-4d21-851c-f498ab201869,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,PRINGLES ORIGINAL,2.49,1,2.49,SNACKS_SWEETS,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
8ba3281f-9f17-45cb-8b16-f28326161ac7,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
9cd8911f-84df-400a-be37-c72fc0d24dd7,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,COCA COLA 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
3452170e-d757-40bc-97ab-fa3c448101a8,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,FANTA ORANGE 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-02,2024-01-02 15:21:00.000000 +00:00,1
d1b88e45-bd6d-43b3-8686-4762db3cd4c5,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,CROISSANTS 4ST,3.49,1,3.49,BAKERY,2024-01-02,2024-01-02 15:21:00.000000 +00:00,2
0638f6a7-757b-436a-bf72-8924949431b5,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,RIJST 1KG,2.49,1,2.49,PANTRY,2024-01-02,2024-01-02 15:21:00.000000 +00:00,4
ba24eae3-0db7-4143-ae37-f87fd6db904e,f53c5a28-a276-4225-a730-bd33bf2453a0,f9626a04-fb98-4008-983e-9533b4f351be,bio-planet,SOEP TOMATEN,2.49,1,2.49,READY_MEALS,2024-01-02,2024-01-02 15:21:00.000000 +00:00,3
aa20aeed-34d8-4e46-9291-3c7695dc451d,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,MARLBORO RED,8.5,1,8.5,TOBACCO,2024-01-03,2024-01-03 15:18:00.000000 +00:00,0
835dd0e1-f323-48c0-8e81-862c866a50ba,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,CAMEL BLUE,8.2,1,8.2,TOBACCO,2024-01-03,2024-01-03 15:18:00.000000 +00:00,0
68c57240-1aa3-4714-b182-ea16edc0176a,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,PASTA SPAGHETTI 500G,1.29,1,1.29,PANTRY,2024-01-03,2024-01-03 15:18:00.000000 +00:00,3
994d8fad-edda-4f8c-8860-babaf6f07060,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,SHAMPOO,3.49,1,3.49,PERSONAL_CARE,2024-01-03,2024-01-03 15:18:00.000000 +00:00,0
86799b37-8017-4a7e-a036-4c5e2069ef6d,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,FANTA ORANGE 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-03,2024-01-03 15:18:00.000000 +00:00,1
0dd29c55-b957-4d9d-96e2-dc7e695a4ab8,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,COCA COLA 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-03,2024-01-03 15:18:00.000000 +00:00,1
4d8ec8eb-9dc6-44f0-aea5-006ae0bfe167,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,BANANEN 1KG,1.99,1,1.99,FRESH_PRODUCE,2024-01-03,2024-01-03 15:18:00.000000 +00:00,5
c64fb031-d3fc-4186-80d1-8b3eabeaee9e,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,WATER SPA BLAUW 6X1.5L,4.99,1,4.99,DRINKS_WATER,2024-01-03,2024-01-03 15:18:00.000000 +00:00,5
c39cab76-c449-4eed-9514-3bec939efa2e,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,CHOCOLATE COTE D'OR,2.99,1,2.99,SNACKS_SWEETS,2024-01-03,2024-01-03 15:18:00.000000 +00:00,1
ef6bce0c-894f-4532-8f90-d833ea8dc437,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,RIJST 1KG,2.49,1,2.49,PANTRY,2024-01-03,2024-01-03 15:18:00.000000 +00:00,4
3f8f6dd7-a845-4ca9-8251-479254989b6f,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,TOILETPAPIER 12ROL,5.99,1,5.99,HOUSEHOLD,2024-01-03,2024-01-03 15:18:00.000000 +00:00,0
0604df68-2ee9-4abe-a7c7-3e6577d6c8fd,f53c5a28-a276-4225-a730-bd33bf2453a0,6d5f7385-7ef7-40a5-9635-0fbf48b5fb22,bio-planet,BEN & JERRYS COOKIE DOUGH,5.99,1,5.99,SNACKS_SWEETS,2024-01-03,2024-01-03 15:18:00.000000 +00:00,1
d4f1945c-ca95-4a4f-84bf-b595fa2b9b35,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,WITTE WIJN CHARDONNAY,11.98,2,5.99,ALCOHOL,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
b6f7cb0c-8131-476f-821e-3a10a4578dae,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,DUVEL 4X33CL,6.99,1,6.99,ALCOHOL,2024-01-04,2024-01-04 12:57:00.000000 +00:00,0
e863661d-dd8a-482f-9ba6-9473e842955d,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,RIJST 1KG,2.49,1,2.49,PANTRY,2024-01-04,2024-01-04 12:57:00.000000 +00:00,4
49686b40-e582-4466-98c5-8d9a68d7b9a8,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
d206efa6-9e93-46d4-a09c-7a35d9d2cdc0,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,FRIKANDEL 4ST,2.19,1,2.19,READY_MEALS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
5afdbaf2-7ee4-403b-89ab-bc4fb4e6876d,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,FRIKANDEL 4ST,2.19,1,2.19,READY_MEALS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
cfe13d32-354d-4cf2-97a2-cc72c4c21eee,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,PIZZA MARGHERITA,2.99,1,2.99,READY_MEALS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,2
9247e707-8c23-44c8-afa3-a22d9f6a0d05,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
8fa8756e-9447-4656-abbe-d20ff0913195,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,LASAGNE BOLOGNESE 400G,3.99,1,3.99,READY_MEALS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,2
8faa9e6a-e677-4952-8948-ea720dc15d32,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,1
a14b42cf-5d57-4427-9f24-94f77583ba4a,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,MELK HALFVOL 1L,0.99,1,0.99,DAIRY_EGGS,2024-01-04,2024-01-04 12:57:00.000000 +00:00,4
d7c35655-973b-4818-b45e-bf7fcc9f4928,f53c5a28-a276-4225-a730-bd33bf2453a0,4757edc9-fc82-411d-b89f-1c2e5e3e11d3,cora,CROISSANTS 4ST,3.49,1,3.49,BAKERY,2024-01-04,2024-01-04 12:57:00.000000 +00:00,2
f78a94b8-7f40-4d69-bdc7-48460a26e575,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,WITTE WIJN CHARDONNAY,5.99,1,5.99,ALCOHOL,2024-01-05,2024-01-05 12:22:00.000000 +00:00,1
928f36f7-2444-43dd-9695-57166d6bd37f,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,L&M RED,7.9,1,7.9,TOBACCO,2024-01-05,2024-01-05 12:22:00.000000 +00:00,0
2cd07ca3-75c4-435a-8b1e-6131f8b34cb4,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,L&M RED,7.9,1,7.9,TOBACCO,2024-01-05,2024-01-05 12:22:00.000000 +00:00,0
75a3e081-44bc-47a7-8387-7de5552d228b,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-05,2024-01-05 12:22:00.000000 +00:00,1
36ebb43c-c6f8-4fad-9188-278439c1f278,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,RED BULL 25CL,1.49,1,1.49,DRINKS_SOFT_SODA,2024-01-05,2024-01-05 12:22:00.000000 +00:00,0
475eba2d-c949-40e1-a19e-79fe21b067cc,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-05,2024-01-05 12:22:00.000000 +00:00,1
83f071a5-0228-4389-84b2-efa69ebc7d73,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,PRINGLES ORIGINAL,2.49,1,2.49,SNACKS_SWEETS,2024-01-05,2024-01-05 12:22:00.000000 +00:00,1
7472c73a-68d4-476c-a820-5df67cc412ea,f53c5a28-a276-4225-a730-bd33bf2453a0,4d28ae07-44bb-4a20-b45e-c62e63fa1d4c,bio-planet,RIJST 1KG,2.49,1,2.49,PANTRY,2024-01-05,2024-01-05 12:22:00.000000 +00:00,4
ec22385f-2aec-4d4a-985e-2fbd704b8b16,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,WITTE WIJN CHARDONNAY,5.99,1,5.99,ALCOHOL,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
2481a717-5029-4900-a9b3-c76109037ac2,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,STELLA ARTOIS 24X25CL,30.98,2,15.49,ALCOHOL,2024-01-06,2024-01-06 11:09:00.000000 +00:00,0
03b1b9c2-6424-491e-8c64-e3de13710c7d,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,FRIKANDEL 4ST,2.19,1,2.19,READY_MEALS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
ebf7895b-cb6e-4907-937a-cf62c5ffb332,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,PIZZA MARGHERITA,2.99,1,2.99,READY_MEALS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,2
0b9bf64a-3020-40d2-a61a-cef94fec48ba,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
54c4c716-8c36-4caa-9116-fc79fcf656fe,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
a1bcec4f-fa55-47a5-b89b-e93391c60aad,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,BEN & JERRYS COOKIE DOUGH,5.99,1,5.99,SNACKS_SWEETS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
d2b00033-a05a-4140-871f-32b47da7acc1,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,BANANEN 1KG,1.99,1,1.99,FRESH_PRODUCE,2024-01-06,2024-01-06 11:09:00.000000 +00:00,5
2d7898df-1d9f-4cb6-9912-38a2054cd106,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,CHOCOLATE COTE D'OR,2.99,1,2.99,SNACKS_SWEETS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
67eb9f59-3551-41a0-9f57-edd87191a978,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,COCA COLA 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
038da13a-57c4-409a-b0eb-33d4ba31dabc,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,TANDPASTA,2.49,1,2.49,PERSONAL_CARE,2024-01-06,2024-01-06 11:09:00.000000 +00:00,0
5a2fedb7-459e-4aec-a4d4-51621f83762f,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-06,2024-01-06 11:09:00.000000 +00:00,1
454d890c-7a10-4eae-854c-84557bd398fd,f53c5a28-a276-4225-a730-bd33bf2453a0,98b7fba9-2497-4804-906f-f6723ec1946b,match,ERWTJES DIEPVRIES,1.99,1,1.99,FROZEN,2024-01-06,2024-01-06 11:09:00.000000 +00:00,4
da49c9c3-42ae-4084-bb8d-e47a8d72fd0d,f53c5a28-a276-4225-a730-bd33bf2453a0,d7f3b2c9-bf7b-4be8-af64-09b614906958,match,DUVEL 4X33CL,6.99,1,6.99,ALCOHOL,2024-01-07,2024-01-07 16:26:00.000000 +00:00,0
13c88641-4320-4f87-af79-c21f4a9cb1f3,f53c5a28-a276-4225-a730-bd33bf2453a0,d7f3b2c9-bf7b-4be8-af64-09b614906958,match,FANTA ORANGE 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-07,2024-01-07 16:26:00.000000 +00:00,1
4130d22e-16a6-4bda-a857-e06601962808,f53c5a28-a276-4225-a730-bd33bf2453a0,d7f3b2c9-bf7b-4be8-af64-09b614906958,match,AFWASMIDDEL DREFT,2.99,1,2.99,HOUSEHOLD,2024-01-07,2024-01-07 16:26:00.000000 +00:00,0
dca14d98-50ff-437d-a4a3-c34a186b686d,f53c5a28-a276-4225-a730-bd33bf2453a0,d7f3b2c9-bf7b-4be8-af64-09b614906958,match,OLIJFOLIE 50CL,6.99,1,6.99,PANTRY,2024-01-07,2024-01-07 16:26:00.000000 +00:00,4
1621ec8b-2085-4e72-9a21-5d12cd081e39,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,WITTE WIJN CHARDONNAY,5.99,1,5.99,ALCOHOL,2024-01-08,2024-01-08 14:35:00.000000 +00:00,1
54f771e0-758b-4b35-8100-3ce5d1c3e7a8,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,DUVEL 4X33CL,6.99,1,6.99,ALCOHOL,2024-01-08,2024-01-08 14:35:00.000000 +00:00,0
5ee610c4-3fa3-49e9-9c9e-d3be310c45ba,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,CARA PILS 24X33CL,9.99,1,9.99,ALCOHOL,2024-01-08,2024-01-08 14:35:00.000000 +00:00,0
65bae14a-ea68-4c3e-8aff-e41015290c49,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,TOILETPAPIER 12ROL,5.99,1,5.99,HOUSEHOLD,2024-01-08,2024-01-08 14:35:00.000000 +00:00,0
925eed0b-8dc3-4acd-b263-95bc9906946c,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,CROISSANTS 4ST,3.49,1,3.49,BAKERY,2024-01-08,2024-01-08 14:35:00.000000 +00:00,2
b89811c9-a5cc-4e35-93eb-3d4c2bcd0ace,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,FANTA ORANGE 1.5L,2.19,1,2.19,DRINKS_SOFT_SODA,2024-01-08,2024-01-08 14:35:00.000000 +00:00,1
3c917001-26b0-498c-91f1-7af7ac74eec8,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,LASAGNE BOLOGNESE 400G,3.99,1,3.99,READY_MEALS,2024-01-08,2024-01-08 14:35:00.000000 +00:00,2
82720704-6f6c-46ec-8bc4-603ea7ef1396,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,CHOCOLATE COTE D'OR,2.99,1,2.99,SNACKS_SWEETS,2024-01-08,2024-01-08 14:35:00.000000 +00:00,1
f6a623f7-7491-4dbb-8ec9-381d21980c71,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,KOMKOMMER,0.89,1,0.89,FRESH_PRODUCE,2024-01-08,2024-01-08 14:35:00.000000 +00:00,5
ecf7d11f-fccf-4824-a1bc-0fbc58fa1894,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,HARIBO GOLDBEARS,1.89,1,1.89,SNACKS_SWEETS,2024-01-08,2024-01-08 14:35:00.000000 +00:00,1
54b0733a-c846-4638-b386-25511c3133c1,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,BAGUETTE,1.19,1,1.19,BAKERY,2024-01-08,2024-01-08 14:35:00.000000 +00:00,3
e58e914e-d3c5-469d-bbfd-39ec1923fb63,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,RIJST 1KG,2.49,1,2.49,PANTRY,2024-01-08,2024-01-08 14:35:00.000000 +00:00,4
afd35c92-179d-435b-bb4d-f9b02406ba73,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,GEHAKT 500G,4.99,1,4.99,MEAT_FISH,2024-01-08,2024-01-08 14:35:00.000000 +00:00,3
521892a8-ed3e-4fae-9a68-06fdc4b67867,f53c5a28-a276-4225-a730-bd33bf2453a0,e9bb4359-9981-4eb6-9318-891f109b786c,aldi,BAGUETTE,1.19,1,1.19,BAKERY,2024-01-08,2024-01-08 14:35:00.000000 +00:00,3
5bfb6456-3c23-4ede-9a17-65af9961c3f2,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,GORDON'S GIN 70CL,19.99,1,19.99,ALCOHOL,2024-01-09,2024-01-09 14:37:00.000000 +00:00,0
1f139efd-210a-47fa-926d-de13c0793c5f,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,WHISKY JACK DANIELS 70CL,24.99,1,24.99,ALCOHOL,2024-01-09,2024-01-09 14:37:00.000000 +00:00,0
ba07d514-f259-4757-8440-1d448042470d,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,ROLLING TOBACCO DRUM 50G,12.5,1,12.5,TOBACCO,2024-01-09,2024-01-09 14:37:00.000000 +00:00,0
ba6536b2-1abd-4f18-8006-ce70375038f3,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,L&M RED,7.9,1,7.9,TOBACCO,2024-01-09,2024-01-09 14:37:00.000000 +00:00,0
8c9beaf3-a254-4abb-9e64-37164c6c3e38,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,CROISSANTS 4ST,3.49,1,3.49,BAKERY,2024-01-09,2024-01-09 14:37:00.000000 +00:00,2
2ea0d560-ce9e-4bd6-8bb6-eed131048642,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,PRINGLES ORIGINAL,2.49,1,2.49,SNACKS_SWEETS,2024-01-09,2024-01-09 14:37:00.000000 +00:00,1
0a25a817-a0d2-476f-ab32-bbb3aac92178,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,GEHAKT 500G,4.99,1,4.99,MEAT_FISH,2024-01-09,2024-01-09 14:37:00.000000 +00:00,3
8949c44f-eb49-43e4-9b21-a988b7785cb9,f53c5a28-a276-4225-a730-bd33bf2453a0,2cac8552-159d-4dfa-bb10-89d1dd4546b9,louis delhaize,CHIPS LAYS PAPRIKA,1.99,1,1.99,SNACKS_SWEETS,2024-01-09,2024-01-09 14:37:00.000000 +00:00,1
