title,offer_details,valid_until,product_url,image_url,scraped_at
"Philadelphia Plantaardige Spread met amandelen en haver, veganistisch, vlootje 145 g",-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/plantaardige-spread-met-amandelen-en-haver-veganistisch-vlootje-145-g/07098873.html,https://cdn.carrefour.eu/420_07098873_T1.webp,2026-02-01 20:22:49
Nivea Shower Oil 200 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/shower-oil-200-ml/05450835.html,https://cdn.carrefour.eu/420_05450835_T1.webp,2026-02-01 20:22:51
LU PiM's koekjes sinaasappel 150g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/pims-koekjes-sinaasappel-150g/00144276.html,https://cdn.carrefour.eu/420_00144276_T1.webp,2026-02-01 20:22:53
Philadelphia Specialiteit van verse kaas Original vlootje 235 g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/specialiteit-van-verse-kaas-original-vlootje-235-g/06081892.html,https://cdn.carrefour.eu/420_06081892_T1.webp,2026-02-01 20:22:55
Philadelphia Specialiteit van verse kaas Knoflook & Fijne Kruiden Light vlootje 185 g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/specialiteit-van-verse-kaas-knoflook-and-fijne-kruiden-light-vlootje-185-g/06152601.html,https://cdn.carrefour.eu/420_06152601_T1.webp,2026-02-01 20:22:57
Carrefour The Market Verse Zeeuwse Mosselen Impérial 1 kg,1 + 1 gratis,2026-02-03,https://www.carrefour.be/nl/the-market-verse-zeeuwse-mosselen-imperial-1-kg/03202280.html,https://cdn.carrefour.eu/420_03202280_20160919_09_PM.webp,2026-02-01 20:22:59
Spa REINE Niet-Bruisend Natuurlijk Mineraalwater 6x1.5L,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/reine-niet-bruisend-natuurlijk-mineraalwater-6x1.5l/01731957.html,https://cdn.carrefour.eu/420_01731957_T597.webp,2026-02-01 20:23:01
Lotus Biscoff Speculoos 6 Granen 2st x 10,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/speculoos-6-granen-2st-x-10/01061884.html,https://cdn.carrefour.eu/420_01061884_T517.webp,2026-02-01 20:23:04
Carrefour The Market Traiteur World Kip Rode Curry 350 g,,,https://www.carrefour.be/nl/the-market-traiteur-world-kip-rode-curry-350-g/05282892.html,https://cdn.carrefour.eu/420_05282892_M1_20240130.webp,2026-02-01 20:23:06
Dettol 2in1 hygienische doekjes 12 stuks,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/2in1-hygienische-doekjes-12-stuks/06217431.html,https://cdn.carrefour.eu/420_06217431_05410036303856_C1N1_MPM.webp,2026-02-01 20:23:08
Nivea 3-in-1 Reinigingsdoekjes Droge Huid 25 Doekjes,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/3-in-1-reinigingsdoekjes-droge-huid-25-doekjes/06616667.html,https://cdn.carrefour.eu/420_06616667_T1.webp,2026-02-01 20:23:12
Carrefour Selection Noord-Hollandse Gouda Jong Sneetjes 200 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/noord-hollandse-gouda-jong-sneetjes-200-g/06312521.html,https://cdn.carrefour.eu/420_06312521_M1_20250926.webp,2026-02-01 20:23:15
Canderel Zoetstof 100 Sticks,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/zoetstof-100-sticks/04026200.html,https://cdn.carrefour.eu/420_04026200_03329750021002_A1L1_MPM.webp,2026-02-01 20:23:17
Original Wagner Wagner Big Sensation Beef Jalapeños 450 g,Online only : 2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/wagner-big-sensation-beef-jalape%C3%B1os-450-g/07255869.html,https://cdn.carrefour.eu/420_07255869_T1.webp,2026-02-01 20:23:19
Fristi Rood Fruit Smaak 6 x 200 ml,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/rood-fruit-smaak-6-x-200-ml/05496442.html,https://cdn.carrefour.eu/420_05496442_T597.webp,2026-02-01 20:23:25
Columbus Pic-Nic Hardgekookte Eieren 4 Stuks 200 g,5 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/pic-nic-hardgekookte-eieren-4-stuks-200-g/05957758.html,,2026-02-01 20:23:27
Nivea Q10 Anti-Rimpel Power Voedende Nachtcrème 50 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/q10-anti-rimpel-power-voedende-nachtcreme-50-ml/05507100.html,,2026-02-01 20:23:29
Carrefour Precision 3 4 Stuks,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/precision-3-4-stuks/06492539.html,,2026-02-01 20:23:31
Carrefour The Market Nuts & Fruits Snacking Gesuikerde Pinda's 180 g,-25.0% voor 4,2026-12-31,https://www.carrefour.be/nl/the-market-nuts-and-fruits-snacking-gesuikerde-pindas-180-g/06085575.html,,2026-02-01 20:23:33
Always Maxi Night Maandverband (Maat 3) Vleugels X16,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/maxi-night-maandverband-maat-3-vleugels-x16/06785062.html,,2026-02-01 20:23:35
LEGO DUPLO 10913 Opbergdoos 18M+,1 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/duplo-10913-opbergdoos-18m/06332477.html,,2026-02-01 20:23:37
Doritos Nacho Cheese Tortilla Chips 170 gr,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/nacho-cheese-tortilla-chips-170-gr/06786911.html,,2026-02-01 20:23:39
Jordan Junior 6-12 Milde Frugtige Smaak Tandpasta 50 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/junior-6-12-milde-frugtige-smaak-tandpasta-50-ml/05929490.html,,2026-02-01 20:23:41
KitKat Ontbijtgranen,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/ontbijtgranen/06964840.html,,2026-02-01 20:23:43
Vahiné Gelatinepoeder 5 x 6 g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/gelatinepoeder-5-x-6-g/07097290.html,,2026-02-01 20:23:45
Carrefour Gedroogd Deglet Nour Dadels 250 g,-25.0% voor 4,2026-12-31,https://www.carrefour.be/nl/gedroogd-deglet-nour-dadels-250-g/06085519.html,,2026-02-01 20:23:47
Nivea Deodorant Fresh Natural 48h Protection 150 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/deodorant-fresh-natural-48h-protection-150-ml/06010564.html,,2026-02-01 20:23:49
Carrefour The Market Trio Meloen 150 g,3 voor 5.0€,2026-12-31,https://www.carrefour.be/nl/the-market-trio-meloen-150-g/06656512.html,,2026-02-01 20:23:51
Dove Advanced Care Anti-Transpirant Go Fresh 150 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/advanced-care-anti-transpirant-go-fresh-150-ml/06946207.html,,2026-02-01 20:23:53
Aperol 100 cl,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/100-cl/05212945.html,,2026-02-01 20:23:55
Milka LEO Chocolade Wafels 400g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/leo-chocolade-wafels-400g/05596556.html,,2026-02-01 20:23:57
Air Wick Luchtverfrisser Magnolia en Kersenbloesem 75ml,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/luchtverfrisser-magnolia-en-kersenbloesem-75ml/06953270.html,,2026-02-01 20:23:59
Carrefour The Market Cantaloupe 200 g,3 voor 5.0€,2026-12-31,https://www.carrefour.be/nl/the-market-cantaloupe-200-g/06654412.html,,2026-02-01 20:24:01
"Clipper Organic Lemongrass, Eucalyptus & Ginkgo Infusion 20 Zakjes 35 g",2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/organic-lemongrass-eucalyptus-and-ginkgo-infusion-20-zakjes-35-g/06662712.html,,2026-02-01 20:24:03
Got2b Powder'ful Volume Styling powder,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/powderful-volume-styling-powder/06629689.html,,2026-02-01 20:24:05
Alpro Plantaardige Sojadrink Chocoladesmaak – Lactosevrij – 50 g Eiwitten per Pak 1L,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/plantaardige-sojadrink-chocoladesmaak-%E2%80%93-lactosevrij-%E2%80%93-50-g-eiwitten-per-pak-1l/06907042.html,,2026-02-01 20:24:05
Carrefour Men Tonic Deodorant & Lichaamsspray Friszure Geur 150 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/men-tonic-deodorant-and-lichaamsspray-friszure-geur-150-ml/06974594.html,,2026-02-01 20:24:05
Carrefour Men Marine Deodorant & Lichaamsspray Frisse Geur 150 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/men-marine-deodorant-and-lichaamsspray-frisse-geur-150-ml/06974575.html,,2026-02-01 20:24:05
Scholl Voetmasker Aloe Vera,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/voetmasker-aloe-vera/06614751.html,,2026-02-01 20:24:05
Douwe Egberts Koffie Bonen Dessert 500 g,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/koffie-bonen-dessert-500-g/00142706.html,https://cdn.carrefour.eu/420_00142706_T597.webp,2026-02-01 20:24:12
Lotus Frangipane gebakje 4x52g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/frangipane-gebakje-4x52g/06044001.html,https://cdn.carrefour.eu/420_06044001_05410126350913_H1N1_MPM.webp,2026-02-01 20:24:15
"Nescafé 3in1 Koffie, Creamer en Suiker 10 x 16.5 g",-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/3in1-koffie-creamer-en-suiker-10-x-16.5-g/06191100.html,https://cdn.carrefour.eu/420_06191100_T1.webp,2026-02-01 20:24:16
De Cecco Linguine N°7 Deegwaren van Griesmeel van Harde Tarwe 500 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/linguine-n%C2%B07-deegwaren-van-griesmeel-van-harde-tarwe-500-g/00825016.html,https://cdn.carrefour.eu/420_00825016_T1.webp,2026-02-01 20:24:18
Lutti TROPICAL FISH 175G,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/tropical-fish-175g/06605159.html,https://cdn.carrefour.eu/420_06605159_05400787045594_C1N1_MPM.webp,2026-02-01 20:24:21
Air Wick Elektrische Luchtverfrisser Lavendel Navulling 19 ml,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/elektrische-luchtverfrisser-lavendel-navulling-19-ml/06810997.html,https://cdn.carrefour.eu/420_06810997_M1_20240703.webp,2026-02-01 20:24:23
Head & Shoulders Jeukende Hoofdhuid Anti-roos Shampoo 300ml. Voor Dagelijks Gebruik,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/jeukende-hoofdhuid-anti-roos-shampoo-300ml.-voor-dagelijks-gebruik/07061834.html,https://cdn.carrefour.eu/420_07061834_T596.webp,2026-02-01 20:24:25
Delacre Canasta Gouda Smaak 75 g,-50% voor 4,2026-02-09,https://www.carrefour.be/nl/canasta-gouda-smaak-75-g/00144726.html,https://cdn.carrefour.eu/420_00144726_T1.webp,2026-02-01 20:24:28
Melitta Anti Calc Entkalker ECOCERT 250 ml,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/anti-calc-entkalker-ecocert-250-ml/06614372.html,https://cdn.carrefour.eu/420_06614372_T1.webp,2026-02-01 20:24:30
Carrefour Soft Absodys Protection Matrasbeschermers 20 Stuks,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-absodys-protection-matrasbeschermers-20-stuks/06051150.html,https://cdn.carrefour.eu/420_06051150_T1.webp,2026-02-01 20:24:32
Dove Advanced Care Soft Feel Anti-Transpirant 150 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/advanced-care-soft-feel-anti-transpirant-150-ml/06948966.html,https://cdn.carrefour.eu/420_06948966_T1.webp,2026-02-01 20:24:34
Carrefour Soft met Appel Zeer Milde Shampoo 500 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-met-appel-zeer-milde-shampoo-500-ml/07039852.html,https://cdn.carrefour.eu/420_07039852_T1.webp,2026-02-01 20:24:36
Ethiquable Bio Gemalen Hooglandkoffie 250 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/bio-gemalen-hooglandkoffie-250-g/05115719.html,https://cdn.carrefour.eu/420_05115719_ZST_003_10000000000110249.webp,2026-02-01 20:24:38
Herta SUPERIEUR Varken -ham,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/superieur-varken--ham/00893323.html,https://cdn.carrefour.eu/420_PRODUCT_IMAGE_03154230808961_H1N1_s01.webp,2026-02-01 20:24:40
Scottex Complete Clean Vochtig Toiletpapier Duo Pack 2 x 42 Stuks,,,https://www.carrefour.be/nl/complete-clean-vochtig-toiletpapier-duo-pack-2-x-42-stuks/06990579.html,,2026-02-01 20:24:42
Philadelphia Specialiteit van verse kaas Original Light vlootje 220 g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/specialiteit-van-verse-kaas-original-light-vlootje-220-g/06082015.html,,2026-02-01 20:24:44
Always Daily Fresh Normal 0% Parfum,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/daily-fresh-normal-0-parfum/06932180.html,,2026-02-01 20:24:46
Gerlinéa Mijn Maaltijd Afslank Shake Banaan Smaak 436 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/mijn-maaltijd-afslank-shake-banaan-smaak-436-g/05644654.html,,2026-02-01 20:24:48
Alpro Soya 1 L,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/soya-1-l/05495398.html,,2026-02-01 20:24:51
Toppits Alu Folie 10 m,-5% voor 2,2026-12-31,https://www.carrefour.be/nl/alu-folie-10-m/05101427.html,,2026-02-01 20:24:53
Wilkinson Sword Quattro Essential 4 Precision Sensitive Aloe,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/quattro-essential-4-precision-sensitive-aloe/06873920.html,,2026-02-01 20:24:55
Materne Compote Pruimen met Stukken 375 g,-20.0% voor 2,2026-02-09,https://www.carrefour.be/nl/compote-pruimen-met-stukken-375-g/00130369.html,,2026-02-01 20:24:57
Carrefour The Market Kipfilet met Fijne Kruiden 150 g,3 voor 10.0€,2026-12-31,https://www.carrefour.be/nl/the-market-kipfilet-met-fijne-kruiden-150-g/06629664.html,,2026-02-01 20:24:59
Rexona Men spray Deodorant 72h nonstop Spray Cobalt Dry 150 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/men-spray-deodorant-72h-nonstop-spray-cobalt-dry-150-ml/06803485.html,,2026-02-01 20:25:01
Carrefour Sensation Ktipiti 160 g,3 voor 6.0€,2026-12-31,https://www.carrefour.be/nl/sensation-ktipiti-160-g/06481674.html,,2026-02-01 20:25:03
Carrefour Extra Rozemarijn 150 g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/extra-rozemarijn-150-g/05501574.html,,2026-02-01 20:25:05
Hansaplast Sensitive Hypoallergeen 1 m x 8 cm,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/sensitive-hypoallergeen-1-m-x-8-cm/05421500.html,,2026-02-01 20:25:07
Sultana Fruitb Forest 5 x 3 Stuks 218 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/fruitb-forest-5-x-3-stuks-218-g/05058074.html,,2026-02-01 20:25:09
Rexona Advanced Protection Bright Bouquet Anti-Perspirant 150 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/advanced-protection-bright-bouquet-anti-perspirant-150-ml/07088801.html,,2026-02-01 20:25:12
Schwarzkopf GLISS ANTI-KLIT SPRAY TOTAL REPAIR 200ML,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/gliss-anti-klit-spray-total-repair-200ml/06917664.html,,2026-02-01 20:25:14
Iglo Veggie Love Pompoen & Quinoa 400 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/veggie-love-pompoen-and-quinoa-400-g/06227569.html,,2026-02-01 20:25:16
Carrefour Bechamelsaus 220 ml,,,https://www.carrefour.be/nl/bechamelsaus-220-ml/04366989.html,,2026-02-01 20:25:18
Garnier Fructis Shampoo Pure Non Stop Cucumber Fresh 250ML,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/fructis-shampoo-pure-non-stop-cucumber-fresh-250ml/05826080.html,,2026-02-01 20:25:19
Iglo Pasta Spaghetti Bolognese 1 portie 450 g,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/pasta-spaghetti-bolognese-1-portie-450-g/01361190.html,,2026-02-01 20:25:21
Axe Stick Ice Chill 50 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/stick-ice-chill-50-ml/06693012.html,,2026-02-01 20:25:24
Lactel Geitenmelk Halfvolle Melk 1.5% V.G. 50 cl,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/geitenmelk-halfvolle-melk-1.5-v.g.-50-cl/05590468.html,,2026-02-01 20:25:26
Manna Chinese Curry 355 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/chinese-curry-355-g/01414630.html,https://cdn.carrefour.eu/420_01414630_T1.webp,2026-02-01 20:25:28
Hansaplast Foot Expert Anti-Drukringen voor Likdoorns 20 Stuks,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/foot-expert-anti-drukringen-voor-likdoorns-20-stuks/01339193.html,https://cdn.carrefour.eu/420_01339193_T1.webp,2026-02-01 20:25:29
Effi Confituur Aardbeien 350g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/confituur-aardbeien-350g/06439960.html,https://cdn.carrefour.eu/420_06439960_T1.webp,2026-02-01 20:25:31
Milka LEO Chocolade Koeken Witte Chocolade 400g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/leo-chocolade-koeken-witte-chocolade-400g/04822160.html,https://cdn.carrefour.eu/420_04822160_T1.webp,2026-02-01 20:25:33
L'Oréal Paris Magic Retouch Precision Mascara - Goudbruin,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/magic-retouch-precision-mascara---goudbruin/05993081.html,https://cdn.carrefour.eu/420_3600523387885.webp,2026-02-01 20:25:35
Rexona Men spray Deodorant 72h nonstop Spray Quantum Dry 150 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/men-spray-deodorant-72h-nonstop-spray-quantum-dry-150-ml/06803538.html,https://cdn.carrefour.eu/420_06803538_T162.webp,2026-02-01 20:25:37
Kidibul Appel 4 x 25 cl,-20.0%,2026-02-02,https://www.carrefour.be/nl/appel-4-x-25-cl/06663566.html,https://cdn.carrefour.eu/420_06663566_T1.webp,2026-02-01 20:25:39
Sheba Filets Fijne Kipreepjes 60 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/filets-fijne-kipreepjes-60-g/06802340.html,https://cdn.carrefour.eu/420_06802340_T1.webp,2026-02-01 20:25:41
Gemey Maybelline Volum' Express Colossal Glam Black Volume Mascara,,,https://www.carrefour.be/nl/volum-express-colossal-glam-black-volume-mascara/05662313.html,https://cdn.carrefour.eu/420_05662313_00000030074576_C1N1_MPM.webp,2026-02-01 20:25:43
"Corona Extra 6 x 0,33L",-10.0€ bij aankoop van 40.0€,2026-02-09,https://www.carrefour.be/nl/extra-6-x-033l/06955910.html,https://cdn.carrefour.eu/420_06955910_M1_20250129.webp,2026-02-01 20:25:45
Carrefour Classic' Scharreleieren Extra Large 6 Stuks,-20.0% voor 2,2026-02-02,https://www.carrefour.be/nl/classic-scharreleieren-extra-large-6-stuks/06444957.html,https://cdn.carrefour.eu/420_06444957_T1.webp,2026-02-01 20:25:47
Poly Palette 900 Zwart Permanente Haarverf,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/900-zwart-permanente-haarverf/05547694.html,https://cdn.carrefour.eu/420_05547694_T1.webp,2026-02-01 20:25:49
Fanta Orange Lemonade Blik 6 x 330 ml,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/orange-lemonade-blik-6-x-330-ml/01026066.html,,2026-02-01 20:25:51
Fanta Orange Lemonade 4 x 1.5 L,-25.0% voor 1,2026-02-09,https://www.carrefour.be/nl/orange-lemonade-4-x-1.5-l/01198529.html,,2026-02-01 20:25:53
Head & Shoulders Apple Fresh Anti-roos Shampoo 300ml voor dagelijks gebruik. Elk haartype,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/apple-fresh-anti-roos-shampoo-300ml-voor-dagelijks-gebruik.-elk-haartype/07074164.html,,2026-02-01 20:25:55
Carrefour The Market Traiteur Trattoria Pizza Salame Piccante 410 g,,,https://www.carrefour.be/nl/the-market-traiteur-trattoria-pizza-salame-piccante-410-g/07113593.html,,2026-02-01 20:25:56
McCain Pickers Crispy Onion Rings Uienringen 350 g,,,https://www.carrefour.be/nl/pickers-crispy-onion-rings-uienringen-350-g/07148436.html,,2026-02-01 20:25:58
Nutella 200 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/200-g/05265352.html,,2026-02-01 20:26:00
Côte d'Or L'Original Tablet Pure Chocolade 400g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/loriginal-tablet-pure-chocolade-400g/05300059.html,,2026-02-01 20:26:03
"Gillette SkinGuard Sensitive, 4 Navulmesjes",-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/skinguard-sensitive-4-navulmesjes/06942928.html,,2026-02-01 20:26:05
Carrefour Classic' Witte Peper Korrels 180 g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/classic-witte-peper-korrels-180-g/05983970.html,,2026-02-01 20:26:07
Knorr Keteltje Bouillon Groenten 8 x 28 g,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/keteltje-bouillon-groenten-8-x-28-g/04748394.html,,2026-02-01 20:26:09
Kellogg's Trésor Chocolade Hazelnotensmaak 410 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/tresor-chocolade-hazelnotensmaak-410-g/06786960.html,,2026-02-01 20:26:11
"Clipper Snore & Peace Organic Chamomile, Lemon Balm & Lavender Infusion 20 Zakjes 30 g",2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/snore-and-peace-organic-chamomile-lemon-balm-and-lavender-infusion-20-zakjes-30-g/06844441.html,,2026-02-01 20:26:14
Axe Anti-Transpirant Anti-Transpirant Gold 150 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/anti-transpirant-anti-transpirant-gold-150-ml/06614809.html,,2026-02-01 20:26:16
L'Oréal Paris Preference Infinia 5.3 - Licht Goudbruin - Permanente Kleuring,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/preference-infinia-5.3---licht-goudbruin---permanente-kleuring/05681261.html,,2026-02-01 20:26:18
Carrefour Sensation Apero Time Grillworst 130 g,3 voor 6.0€,2026-12-31,https://www.carrefour.be/nl/sensation-apero-time-grillworst-130-g/07019888.html,,2026-02-01 20:26:20
Lipton Iced Tea Bruisende Ijsthee Original laag in calorieën 6 x 1.5 l,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/iced-tea-bruisende-ijsthee-original-laag-in-calorieen-6-x-1.5-l/05306733.html,,2026-02-01 20:26:22
Garnier Belle Color 7.3 Goudblond Honing Permanente Haarkleuring,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/belle-color-7.3-goudblond-honing-permanente-haarkleuring/05682097.html,,2026-02-01 20:26:24
Le Rustique Camembert 250 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/camembert-250-g/00910420.html,,2026-02-01 20:26:26
Email Diamant Double Blancheur 2-in-1 Tandpasta 75 ml,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/double-blancheur-2-in-1-tandpasta-75-ml/06449071.html,,2026-02-01 20:26:28
Nivea Micellair Water Caring Aminoacid Complex + Amandelolie 400 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/micellair-water-caring-aminoacid-complex-amandelolie-400-ml/06347464.html,,2026-02-01 20:26:28
Kleenex Family Zakdoeken 2-Laags Maxi Pack 128 Stuks,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/family-zakdoeken-2-laags-maxi-pack-128-stuks/06753266.html,,2026-02-01 20:26:36
"Carrefour Baby Appel, Koek Bio vanaf 6 Maanden 4 x 100 g",-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/appel-koek-bio-vanaf-6-maanden-4-x-100-g/06358713.html,,2026-02-01 20:26:39
Carrefour The Market Kokosnoot 120 g,3 voor 5.0€,2026-12-31,https://www.carrefour.be/nl/the-market-kokosnoot-120-g/06547499.html,,2026-02-01 20:26:41
Campina Halfvolle Melk 8 x 1 L,,,https://www.carrefour.be/nl/halfvolle-melk-8-x-1-l/07264127.html,,2026-02-01 20:26:43
Materne Gelei van Aalbessen 450 g,-20.0% voor 2,2026-02-09,https://www.carrefour.be/nl/gelei-van-aalbessen-450-g/00130819.html,https://cdn.carrefour.eu/420_00130819_T1.webp,2026-02-01 20:26:45
